WorkOrderID,ProductID,OrderQty,StockedQty,ScrappedQty,StartDate,EndDate,DueDate,ScrapReasonID,ModifiedDate,,
28399,820,98,859,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28901,820,9,373,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29176,820,886,752,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29213,820,128,578,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29507,820,62,691,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29783,820,99,773,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29883,820,461,316,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29938,820,1,603,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30062,820,779,670,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30494,820,44,587,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30593,820,365,638,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31242,820,4,867,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31398,820,70,867,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31713,820,630,723,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31836,820,32,398,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31944,820,147,836,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32119,820,726,751,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32276,820,535,672,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32722,820,201,753,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32997,820,11,582,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33189,820,98,648,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33369,820,96,499,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33424,820,399,379,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33726,820,22,604,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33880,820,685,785,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34098,820,79,728,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34283,820,717,475,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34390,820,51,804,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34503,820,315,674,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34960,820,533,846,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35320,820,42,458,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35560,820,64,597,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35680,820,879,338,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35741,820,64,900,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35801,820,415,569,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
36497,820,100,451,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37430,820,76,456,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37597,820,899,575,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37938,820,576,554,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38015,820,63,554,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38083,820,34,497,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38886,820,692,348,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39066,820,527,319,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39473,820,188,521,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39768,820,120,534,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
40635,820,25,887,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
40972,820,12,404,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41043,820,34,626,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41116,820,92,465,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42393,820,96,791,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42476,820,795,677,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42559,820,71,611,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42734,820,36,585,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43077,820,612,856,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43941,820,512,434,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44204,820,689,338,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44296,820,80,807,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44847,820,377,328,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45019,820,539,580,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45112,820,332,813,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45392,820,88,680,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46104,820,471,573,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46468,820,320,711,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46637,820,35,471,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46883,820,23,896,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46970,820,185,418,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47222,820,65,370,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47314,820,93,362,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47408,820,38,688,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48257,820,245,490,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48611,820,97,401,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48700,820,394,665,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49804,820,885,680,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49984,820,346,851,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50082,820,89,397,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50599,820,14,620,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50715,820,81,388,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50826,820,591,854,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50944,820,625,864,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51059,820,144,403,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51376,820,40,495,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51879,820,85,811,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52395,820,40,718,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53005,820,732,633,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53118,820,48,761,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53324,820,41,335,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53427,820,13,619,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53526,820,676,441,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54100,820,869,738,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54565,820,84,700,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54840,820,78,420,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55423,820,8,549,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55509,820,368,515,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55877,820,11,633,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56172,820,45,738,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56947,820,412,523,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57133,820,692,352,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58037,820,27,474,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58231,820,41,610,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58529,820,13,316,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58721,820,111,383,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59197,820,22,756,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59581,820,22,760,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60253,820,178,494,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60540,820,617,590,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60930,820,5,740,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61317,820,292,626,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61532,820,40,435,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61735,820,873,472,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61942,820,814,792,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62049,820,222,461,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62239,820,456,756,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62345,820,32,308,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62439,820,110,493,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62724,820,85,836,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63046,820,40,603,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63159,820,541,430,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63650,820,526,656,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64612,820,94,654,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64721,820,623,783,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66290,820,733,644,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66514,820,52,486,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66844,820,71,544,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67267,820,320,446,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69233,820,54,370,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69551,820,90,850,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
70095,820,7,517,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
70208,820,73,745,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
71499,820,344,467,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
71607,820,176,543,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
72117,820,875,673,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
72446,820,332,855,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
72546,820,307,802,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
120,813,644,312,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
194,813,55,307,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
301,813,14,327,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
339,813,6,869,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
418,813,98,348,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
519,813,54,896,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
590,813,782,440,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
787,813,291,303,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
1416,813,78,622,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
1629,813,695,488,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
1673,813,88,305,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
1820,813,31,648,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
2164,813,100,423,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
2332,813,321,442,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
2361,813,360,867,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
3141,813,361,344,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
3257,813,94,737,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
3788,813,87,650,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
3853,813,13,696,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
4404,813,764,899,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
4585,813,801,732,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
4690,813,187,748,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
5100,813,48,379,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
5732,813,887,499,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
6003,813,856,467,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
6080,813,738,728,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
6715,813,743,519,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
7008,813,174,400,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
7912,813,98,326,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
7988,813,523,620,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
8231,813,11,397,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
8319,813,93,330,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
8918,813,393,344,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
9591,813,481,827,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
9818,813,217,347,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
10088,813,91,493,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
10651,813,87,492,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
10725,813,66,500,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
10907,813,19,814,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
11601,813,91,770,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
11761,813,30,686,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
12234,813,81,675,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
12269,813,478,725,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
12487,813,798,327,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
12591,813,258,782,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
12725,813,23,891,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
13389,813,39,892,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
13569,813,63,743,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
13930,813,338,834,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
14143,813,60,774,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
15181,813,891,884,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
15253,813,8,533,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
16475,813,81,389,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
18164,813,19,337,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
18212,813,565,658,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
18475,813,5,424,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
19818,813,24,859,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
19979,813,35,701,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
20191,813,501,457,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
21419,813,466,704,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
21758,813,48,827,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
21907,813,862,384,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
22434,813,488,615,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
22539,813,745,356,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
22740,813,202,413,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
22785,813,600,340,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
22862,813,89,651,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23068,813,79,417,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23442,813,485,421,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23595,813,143,778,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23696,813,574,616,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
23905,813,258,685,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25154,813,216,824,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25269,813,313,593,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25486,813,57,662,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25667,813,155,693,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25724,813,46,695,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
25990,813,78,732,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26377,813,68,784,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26425,813,60,839,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
26836,813,824,362,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
27101,813,659,806,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
27147,813,76,635,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
27616,813,71,803,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28147,813,6,509,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28207,813,75,806,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28308,813,153,573,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28396,813,265,347,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
28897,813,29,694,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29173,813,110,484,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29211,813,528,494,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29504,813,626,526,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29779,813,57,673,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29880,813,48,558,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
29934,813,79,373,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30060,813,764,845,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30490,813,607,603,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
30591,813,593,585,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31238,813,369,862,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31395,813,20,493,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31709,813,25,314,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31833,813,61,582,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
31941,813,414,488,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32116,813,414,720,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32273,813,857,797,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32718,813,192,394,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
32993,813,28,712,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33185,813,600,777,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33365,813,275,441,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33420,813,91,368,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33723,813,53,865,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
33879,813,709,312,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34094,813,807,446,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34279,813,483,895,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34387,813,665,888,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34500,813,69,726,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
34956,813,755,750,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35316,813,824,717,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35556,813,64,648,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35676,813,396,308,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35737,813,61,510,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
35797,813,248,867,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
36494,813,872,310,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37426,813,66,869,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37592,813,592,611,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
37934,813,12,563,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38011,813,525,531,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38080,813,83,463,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
38881,813,43,548,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39061,813,55,872,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39469,813,15,549,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
39764,813,393,761,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
40630,813,665,342,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
40967,813,6,688,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41039,813,17,773,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
41111,813,839,566,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42388,813,298,620,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42471,813,114,389,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42554,813,592,346,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
42729,813,484,591,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43073,813,159,749,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
43937,813,28,583,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44199,813,143,406,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44291,813,708,346,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
44842,813,19,313,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45014,813,42,312,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45107,813,568,738,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
45387,813,44,665,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46099,813,362,517,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46463,813,30,362,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46632,813,69,615,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46878,813,51,722,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
46966,813,525,577,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47217,813,797,481,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47309,813,197,399,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
47403,813,535,539,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48252,813,270,337,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48606,813,537,358,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
48695,813,37,663,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49799,813,42,678,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
49979,813,77,818,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50077,813,884,782,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50594,813,90,362,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50710,813,8,524,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50821,813,140,871,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
50939,813,652,370,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51054,813,312,885,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51371,813,799,321,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
51875,813,841,533,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
52390,813,393,475,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53000,813,207,531,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53113,813,439,501,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53319,813,276,658,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53422,813,39,308,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
53521,813,74,394,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54095,813,685,313,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54560,813,321,826,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
54835,813,10,485,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55418,813,48,365,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55504,813,442,313,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
55872,813,417,422,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56167,813,839,373,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
56942,813,58,769,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
57128,813,483,787,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58032,813,83,364,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58226,813,259,710,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58524,813,487,427,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
58716,813,126,811,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59192,813,48,314,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
59577,813,96,618,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60248,813,77,387,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60535,813,84,686,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
60925,813,48,608,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61312,813,354,344,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61527,813,260,706,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61730,813,637,430,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
61937,813,746,620,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62044,813,625,492,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62234,813,422,457,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62340,813,719,876,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62434,813,1,644,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
62719,813,218,402,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63041,813,49,565,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63154,813,298,600,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
63645,813,700,824,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64607,813,892,489,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
64716,813,860,845,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66285,813,371,525,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66509,813,708,641,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
66839,813,74,787,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
67262,813,408,650,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69229,813,40,704,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
69546,813,524,663,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
70090,813,699,386,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
70203,813,69,502,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
71494,813,725,439,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
71602,813,49,529,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
72112,813,397,447,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
72441,813,32,895,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
72542,813,12,822,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
113,519,487,792,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
190,519,34,545,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
294,519,69,812,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
333,519,46,408,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
412,519,354,329,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
515,519,97,869,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
581,519,543,535,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
778,519,97,735,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
1407,519,384,633,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
1620,519,83,565,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
1666,519,40,305,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
1810,519,857,375,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
2158,519,146,397,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
2328,519,348,589,0,00:00.0,00:00.0,00:00.0,,00:00.0,,
